Rank,Mountain,Height,Drop,lat,lon,Range,Region,Country,Firstascent
1494,Dent de Crolles,2062,690,45°18′30″N,05°51′25″E,I/B-08.VI-A,Isère,FR,
1495,Monte Dosaip,2062,562,46°17′02″N,12°38′13″E,II/C-33.III-B,Pordenone,IT,
1496,Monte Agaro,2062,452,46°05′37″N,11°39′28″E,II/C-31.V-B,Trentino,IT,
1497,Pic Melette,2062,392,44°37′37″N,06°00′53″E,I/A-06.I-A,Hautes-Alpes,FR,
1498,Begunjščica,2060,518,46°25′17″N,14°13′45″E,II/C-35.I-A,Slovenia,SI,
1499,Monte Stivo,2059,489,45°55′14″N,10°57′49″E,II/C-30.II-C,Trentino,IT,
1500,Monte Toff,2058,481,46°06′24″N,10°47′18″E,II/C-28.IV-A,Trentino,IT,
1501,Oisternig / Ojstrnik (it),2052,620,46°33′56″N,13°30′00″E,II/C-33.I-B,Carinthia / Udine,AT/IT,
1502,Mont Jocou,2051,594,44°43′27″N,05°38′51″E,I/A-06.III-A,Isère / Drôme,FR,
1503,Sigriswiler Rothorn,2051,372,46°43′50″N,07°46′14″E,I/B-14.II-C,Bern,CH,
1504,Mont Lachat de Chatillon,2050,322,45°57′35″N,06°28′36″E,I/B-08.IV-B,Upper Savoy,FR,
1505,Roc Cornafion (fr),2049,420,45°03′48″N,05°36′09″E,I/A-06.III-A,Isère,FR,
1506,Stoderzinken (de),2048,318,47°27′34″N,13°49′44″E,II/B-25.I-C,Styria,AT,
1507,Säuling,2047,695,47°32′06″N,10°45′21″E,II/B-22.III-B,North Tyrol / Bavaria,AT/DE,
1508,Hundsrügg,2047,414,46°33′24″N,07°18′19″E,I/B-14.I-B,Bern,CH,
1509,Mont Colombier,2045,1095,45°38′39″N,06°07′11″E,I/B-08.V-B,Savoy,FR,
1510,Spielberghorn (nl),2044,725,47°25′56″N,12°37′58″E,II/B-23.II-C,North Tyrol / Salzburg,AT,
1511,Monte Barone,2044,602,45°44′06″N,08°09′18″E,I/B-09.IV-A,Biella,IT,
1512,Kanisfluh (Holenke),2044,410,47°19′54″N,09°55′37″E,II/B-22.I-A,Vorarlberg,AT,
1513,Güpfi,2043,381,46°47′46″N,08°11′43″E,I/B-12.I-B,Obwalden,CH,
1514,Rochers de Naye,2042,590,46°25′55″N,06°58′34″E,I/B-14.I-A,Vaud,CH,
1515,Pointe de Bellevue,2042,355,46°15′27″N,06°53′15″E,I/B-08.III-B,Valais,CH,
1516,Le Glandasse (Pié Ferré) (fr),2041,403,44°44′14″N,05°28′17″E,I/A-06.III-A,Drôme,FR,
1517,Fürstein,2040,481,46°53′44″N,08°04′11″E,I/B-14.III-A,Lucerne / Obwalden,CH,
1518,Saldeiner Spitze,2036,340,47°23′56″N,10°31′56″E,II/B-22.II-C,North Tyrol,AT,
1519,Tamischbachturm,2035,584,47°36′53″N,14°41′57″E,II/B-26.I-B,Styria,AT,
1520,Monte Curie,2035,468,46°35′44″N,12°36′49″E,II/C-33.I-A,Belluno,IT,
1521,Griesmauerkogel,2034,357,47°33′04″N,14°59′01″E,II/B-26.II-A,Styria,AT,
1522,Tête Grosse (fr),2032,330,44°19′53″N,06°16′26″E,I/A-03.II-B,Alpes-de-Haute-Provence,FR,
1523,Gamsfeld,2027,1070,47°37′23″N,13°28′52″E,II/B-25.II-A,Salzburg,AT,
1524,Grand Som,2026,887,45°22′16″N,05°48′47″E,I/B-08.VI-A,Isère,FR,
1525,Fleischbank (de),2026,472,47°28′44″N,11°31′10″E,II/B-21.IV-B,North Tyrol,AT,
1526,Pointe d'Aveneyre,2026,405,46°25′02″N,07°00′17″E,I/B-14.I-A,Vaud,CH,
1527,Raut (it),2025,524,46°13′20″N,12°38′58″E,II/C-33.III-B,Pordenone,IT,
1528,Kosiak / Geißberg (de),2024,310,46°27′11″N,14°10′54″E,II/C-35.I-A,Carinthia,AT,
1529,Mont Lachat,2023,1064,45°55′38″N,06°21′04″E,I/B-08.IV-B,Upper Savoy,FR,
1530,Schreckenspitze (de),2022,342,47°30′00″N,11°38′58″E,II/B-21.IV-B,North Tyrol,AT,
1531,Monte Alben (it),2019,781,45°51′44″N,09°46′55″E,II/C-29.II-B,Bergamo,IT,
1532,Céüse,2016,1040,44°30′32″N,05°57′43″E,I/A-06.II-A,Hautes-Alpes,FR,
1533,Monte Verena,2015,595,45°55′52″N,11°24′49″E,II/C-32.I-A,Vicenza,IT,
1534,Dent de Lys,2014,505,46°30′28″N,07°00′11″E,I/B-14.I-B,Fribourg,CH,
1535,Montagne de l'Ubac,2010,448,44°15′40″N,06°24′50″E,I/A-03.I-A,Alpes-de-Haute-Provence,FR,
1536,Bäderhorn,2009,404,46°36′48″N,07°19′39″E,I/B-14.I-B,Bern,CH,
1537,Heukuppe,2007,992,47°41′22″N,15°41′16″E,II/B-26.II-C,Lower Austria / Styria,AT,
1538,Corna Blacca ,2006,327,45°47′29″N,10°22′50″E,II/C-30.I-B,Brescia,IT,
1539,Dristenkopf,2005,361,47°25′14″N,11°39′51″E,II/B-21.IV-A,North Tyrol,AT,
1540,Montagne de Sous Dine,2004,579,46°00′14″N,06°19′43″E,I/B-08.IV-B,Upper Savoy,FR,
1541,Golz,2004,443,46°40′17″N,13°21′57″E,II/C-33.II-E,Salzburg,AT,
1542,Pizzo Ruscada,2004,330,46°10′39″N,08°35′34″E,I/B-10.II-B,Ticino,CH,
1543,Brandstein,2003,446,47°36′03″N,14°58′58″E,II/B-26.II-A,Styria,AT,
1544,Moléson,2002,512,46°32′56″N,07°01′02″E,I/B-14.I-B,Fribourg,CH,
1545,Vordere Kesselschneid,2001,603,47°36′24″N,12°16′39″E,II/B-21.VI-B,North Tyrol,AT,
1546,Poludnig / Poludnik (sl),1999,529,46°34′19″N,13°24′37″E,II/C-33.I-B,Carinthia / Udine,AT/IT,
1547,Monte Venturosa,1999,471,45°55′47″N,09°36′57″E,II/C-29.I-B,Bergamo,IT,
1548,Pointe de Marcelly (fr),1999,440,46°07′43″N,06°34′32″E,I/B-08.III-C,Upper Savoy,FR,
1549,Monte Scinauz (it),1999,369,46°31′56″N,13°21′50″E,II/C-33.I-B,Udine,IT,
1550,Puy de Rent (fr),1996,556,44°01′17″N,06°35′27″E,I/A-02.I-E,Alpes-de-Haute-Provence,FR,
1551,Kitzbüheler Horn,1996,516,47°28′34″N,12°25′48″E,II/B-23.II-C,North Tyrol,AT,
